Temperature,Rainfall,Humidity,Soil_pH,Nitrogen,Phosphorus,Potassium,Crop,Yield
28.797734394327293,96.50628097636216,69.44344173198246,7.674489939318343,70.58325590015632,7.076379112464334,139.45829784848388,Wheat,3.7275671511232846
28.797734394327293,96.50628097636216,69.44344173198246,7.674489939318343,70.58325590015632,7.076379112464334,139.45829784848388,Barley,
28.797734394327293,96.50628097636216,69.44344173198246,7.674489939318343,70.58325590015632,7.076379112464334,139.45829784848388,Rice,
28.797734394327293,96.50628097636216,69.44344173198246,7.674489939318343,70.58325590015632,7.076379112464334,139.45829784848388,Maize,
28.797734394327293,96.50628097636216,69.44344173198246,7.674489939318343,70.58325590015632,7.076379112464334,139.45829784848388,Soybean,
31.543801514239327,290.4200077692286,74.03378331056976,7.567301503025574,15.338268721248848,81.83150220565567,28.00390632082138,Wheat,
31.543801514239327,290.4200077692286,74.03378331056976,7.567301503025574,15.338268721248848,81.83150220565567,28.00390632082138,Barley,3.011675117155518
31.543801514239327,290.4200077692286,74.03378331056976,7.567301503025574,15.338268721248848,81.83150220565567,28.00390632082138,Rice,
31.543801514239327,290.4200077692286,74.03378331056976,7.567301503025574,15.338268721248848,81.83150220565567,28.00390632082138,Maize,
31.543801514239327,290.4200077692286,74.03378331056976,7.567301503025574,15.338268721248848,81.83150220565567,28.00390632082138,Soybean,
21.519903891786967,55.714640424884045,73.90771476093077,5.657528841236336,72.67855317689396,65.05797648477756,92.69545535057613,Wheat,
21.519903891786967,55.714640424884045,73.90771476093077,5.657528841236336,72.67855317689396,65.05797648477756,92.69545535057613,Barley,
21.519903891786967,55.714640424884045,73.90771476093077,5.657528841236336,72.67855317689396,65.05797648477756,92.69545535057613,Rice,4.349197204290299
21.519903891786967,55.714640424884045,73.90771476093077,5.657528841236336,72.67855317689396,65.05797648477756,92.69545535057613,Maize,
21.519903891786967,55.714640424884045,73.90771476093077,5.657528841236336,72.67855317689396,65.05797648477756,92.69545535057613,Soybean,
25.55954875883196,69.52684574957479,50.69721495425525,5.7844066234776,107.32878751883892,34.16888663625957,56.332256731783765,Wheat,3.0057287723347823
25.55954875883196,69.52684574957479,50.69721495425525,5.7844066234776,107.32878751883892,34.16888663625957,56.332256731783765,Barley,
25.55954875883196,69.52684574957479,50.69721495425525,5.7844066234776,107.32878751883892,34.16888663625957,56.332256731783765,Rice,
25.55954875883196,69.52684574957479,50.69721495425525,5.7844066234776,107.32878751883892,34.16888663625957,56.332256731783765,Maize,
25.55954875883196,69.52684574957479,50.69721495425525,5.7844066234776,107.32878751883892,34.16888663625957,56.332256731783765,Soybean,
26.005257148275767,361.5186851617823,67.20327972871092,6.9027658249807455,122.97727494879938,69.61053701129643,109.2828081286881,Wheat,
26.005257148275767,361.5186851617823,67.20327972871092,6.9027658249807455,122.97727494879938,69.61053701129643,109.2828081286881,Barley,
26.005257148275767,361.5186851617823,67.20327972871092,6.9027658249807455,122.97727494879938,69.61053701129643,109.2828081286881,Rice,4.936061791600853
26.005257148275767,361.5186851617823,67.20327972871092,6.9027658249807455,122.97727494879938,69.61053701129643,109.2828081286881,Maize,
26.005257148275767,361.5186851617823,67.20327972871092,6.9027658249807455,122.97727494879938,69.61053701129643,109.2828081286881,Soybean,
17.838132370671534,378.6074487768492,65.8618678009469,6.792881750496868,48.120183674512624,39.08248966927589,19.619108915671497,Wheat,
17.838132370671534,378.6074487768492,65.8618678009469,6.792881750496868,48.120183674512624,39.08248966927589,19.619108915671497,Barley,
17.838132370671534,378.6074487768492,65.8618678009469,6.792881750496868,48.120183674512624,39.08248966927589,19.619108915671497,Rice,4.246565703959608
17.838132370671534,378.6074487768492,65.8618678009469,6.792881750496868,48.120183674512624,39.08248966927589,19.619108915671497,Maize,
17.838132370671534,378.6074487768492,65.8618678009469,6.792881750496868,48.120183674512624,39.08248966927589,19.619108915671497,Soybean,
23.174786125267,230.46904427542435,85.38386841096826,7.610295837062189,142.10116782017312,15.37660057728009,25.411192608035822,Wheat,
23.174786125267,230.46904427542435,85.38386841096826,7.610295837062189,142.10116782017312,15.37660057728009,25.411192608035822,Barley,
23.174786125267,230.46904427542435,85.38386841096826,7.610295837062189,142.10116782017312,15.37660057728009,25.411192608035822,Rice,
23.174786125267,230.46904427542435,85.38386841096826,7.610295837062189,142.10116782017312,15.37660057728009,25.411192608035822,Maize,5.78338951810804
23.174786125267,230.46904427542435,85.38386841096826,7.610295837062189,142.10116782017312,15.37660057728009,25.411192608035822,Soybean,
37.09260951792736,223.293238674534,79.96505866441919,7.690824241689841,128.93228072281866,92.93752402160544,95.2800329620448,Wheat,
37.09260951792736,223.293238674534,79.96505866441919,7.690824241689841,128.93228072281866,92.93752402160544,95.2800329620448,Barley,
37.09260951792736,223.293238674534,79.96505866441919,7.690824241689841,128.93228072281866,92.93752402160544,95.2800329620448,Rice,
37.09260951792736,223.293238674534,79.96505866441919,7.690824241689841,128.93228072281866,92.93752402160544,95.2800329620448,Maize,
37.09260951792736,223.293238674534,79.96505866441919,7.690824241689841,128.93228072281866,92.93752402160544,95.2800329620448,Soybean,2.366139198471224
22.98179791097064,134.94408304393,67.03946133775321,5.847002321140318,26.904353506838543,48.10613332117476,113.770799853118,Wheat,
22.98179791097064,134.94408304393,67.03946133775321,5.847002321140318,26.904353506838543,48.10613332117476,113.770799853118,Barley,
22.98179791097064,134.94408304393,67.03946133775321,5.847002321140318,26.904353506838543,48.10613332117476,113.770799853118,Rice,
22.98179791097064,134.94408304393,67.03946133775321,5.847002321140318,26.904353506838543,48.10613332117476,113.770799853118,Maize,
22.98179791097064,134.94408304393,67.03946133775321,5.847002321140318,26.904353506838543,48.10613332117476,113.770799853118,Soybean,2.6863133717899985
22.061889113196795,374.3777878721804,74.62427820641062,6.9307325278538165,39.11934912427627,47.44775370677039,54.7707514905378,Wheat,
22.061889113196795,374.3777878721804,74.62427820641062,6.9307325278538165,39.11934912427627,47.44775370677039,54.7707514905378,Barley,3.197776894255867
22.061889113196795,374.3777878721804,74.62427820641062,6.9307325278538165,39.11934912427627,47.44775370677039,54.7707514905378,Rice,
22.061889113196795,374.3777878721804,74.62427820641062,6.9307325278538165,39.11934912427627,47.44775370677039,54.7707514905378,Maize,
22.061889113196795,374.3777878721804,74.62427820641062,6.9307325278538165,39.11934912427627,47.44775370677039,54.7707514905378,Soybean,
36.12406639660993,119.47771652373436,42.37947654521401,6.359958489542655,151.69212157743254,27.40330309001885,100.18280342719056,Wheat,
36.12406639660993,119.47771652373436,42.37947654521401,6.359958489542655,151.69212157743254,27.40330309001885,100.18280342719056,Barley,
36.12406639660993,119.47771652373436,42.37947654521401,6.359958489542655,151.69212157743254,27.40330309001885,100.18280342719056,Rice,
36.12406639660993,119.47771652373436,42.37947654521401,6.359958489542655,151.69212157743254,27.40330309001885,100.18280342719056,Maize,
36.12406639660993,119.47771652373436,42.37947654521401,6.359958489542655,151.69212157743254,27.40330309001885,100.18280342719056,Soybean,2.151886519551207
34.13174715701072,395.8127360923952,73.91870690832936,5.835918507510089,93.04854181334174,87.37794182891432,132.85890363767408,Wheat,
34.13174715701072,395.8127360923952,73.91870690832936,5.835918507510089,93.04854181334174,87.37794182891432,132.85890363767408,Barley,
34.13174715701072,395.8127360923952,73.91870690832936,5.835918507510089,93.04854181334174,87.37794182891432,132.85890363767408,Rice,
34.13174715701072,395.8127360923952,73.91870690832936,5.835918507510089,93.04854181334174,87.37794182891432,132.85890363767408,Maize,4.028080663180733
34.13174715701072,395.8127360923952,73.91870690832936,5.835918507510089,93.04854181334174,87.37794182891432,132.85890363767408,Soybean,
28.11906014785219,294.47535835158527,78.95232062413137,7.363557914850322,22.3467169701972,91.65953906287548,18.81653286840264,Wheat,
28.11906014785219,294.47535835158527,78.95232062413137,7.363557914850322,22.3467169701972,91.65953906287548,18.81653286840264,Barley,
28.11906014785219,294.47535835158527,78.95232062413137,7.363557914850322,22.3467169701972,91.65953906287548,18.81653286840264,Rice,
28.11906014785219,294.47535835158527,78.95232062413137,7.363557914850322,22.3467169701972,91.65953906287548,18.81653286840264,Maize,
28.11906014785219,294.47535835158527,78.95232062413137,7.363557914850322,22.3467169701972,91.65953906287548,18.81653286840264,Soybean,2.162943212032652
37.17011178339284,281.6899209958615,79.29486019935987,7.940213015023827,67.71639796170243,92.88538206992898,120.54744429374026,Wheat,
37.17011178339284,281.6899209958615,79.29486019935987,7.940213015023827,67.71639796170243,92.88538206992898,120.54744429374026,Barley,
37.17011178339284,281.6899209958615,79.29486019935987,7.940213015023827,67.71639796170243,92.88538206992898,120.54744429374026,Rice,
37.17011178339284,281.6899209958615,79.29486019935987,7.940213015023827,67.71639796170243,92.88538206992898,120.54744429374026,Maize,
37.17011178339284,281.6899209958615,79.29486019935987,7.940213015023827,67.71639796170243,92.88538206992898,120.54744429374026,Soybean,2.151068620642808
35.734735668837814,61.65502015795798,73.18867525920376,6.16493630223712,63.06422560143428,72.40655680269496,143.28531273987903,Wheat,
35.734735668837814,61.65502015795798,73.18867525920376,6.16493630223712,63.06422560143428,72.40655680269496,143.28531273987903,Barley,
35.734735668837814,61.65502015795798,73.18867525920376,6.16493630223712,63.06422560143428,72.40655680269496,143.28531273987903,Rice,
35.734735668837814,61.65502015795798,73.18867525920376,6.16493630223712,63.06422560143428,72.40655680269496,143.28531273987903,Maize,
35.734735668837814,61.65502015795798,73.18867525920376,6.16493630223712,63.06422560143428,72.40655680269496,143.28531273987903,Soybean,2.9422664987918163
22.096808064376702,255.95824104604569,41.52483227020465,6.9242273460241295,179.697340840654,5.583723477178376,107.634989830382,Wheat,3.1749943431102188
22.096808064376702,255.95824104604569,41.52483227020465,6.9242273460241295,179.697340840654,5.583723477178376,107.634989830382,Barley,
22.096808064376702,255.95824104604569,41.52483227020465,6.9242273460241295,179.697340840654,5.583723477178376,107.634989830382,Rice,
22.096808064376702,255.95824104604569,41.52483227020465,6.9242273460241295,179.697340840654,5.583723477178376,107.634989830382,Maize,
22.096808064376702,255.95824104604569,41.52483227020465,6.9242273460241295,179.697340840654,5.583723477178376,107.634989830382,Soybean,
39.8843704064762,162.64555323963071,34.851311925941005,7.593600040061855,134.03574234283118,69.23469777624886,26.34843261148956,Wheat,
39.8843704064762,162.64555323963071,34.851311925941005,7.593600040061855,134.03574234283118,69.23469777624886,26.34843261148956,Barley,
39.8843704064762,162.64555323963071,34.851311925941005,7.593600040061855,134.03574234283118,69.23469777624886,26.34843261148956,Rice,
39.8843704064762,162.64555323963071,34.851311925941005,7.593600040061855,134.03574234283118,69.23469777624886,26.34843261148956,Maize,
